Action Sentence                                                                           ,Formatted Output
"បកក្រោយ 19.82 ម៉ែត្រ នៅល្បឿន 5.82 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 217 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 5.82, 'distance': 19.82, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 217, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.04 ម៉ែត្រ នៅល្បឿន 2.69 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 337 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 2.69, 'distance': 10.04, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 337, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.68 ម៉ែត្រ នៅល្បឿន 4.89 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 156 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.89, 'distance': 2.68, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 156, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 6.12 ម៉ែត្រ នៅល្បឿន 9.53 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 132 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 9.53, 'distance': 6.12, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 132, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.36 ម៉ែត្រ នៅល្បឿន 8.43 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 324 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.43, 'distance': 17.36, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 324, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 3.95 ម៉ែត្រ នៅល្បឿន 7.75 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 196 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 7.75, 'distance': 3.95, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 196, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 9.83 ម៉ែត្រ នៅល្បឿន 9.74 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 223 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 9.74, 'distance': 9.83, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 223, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.28 ម៉ែត្រ នៅល្បឿន 8.31 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 31 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 8.31, 'distance': 8.28, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 31, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 9.52 ម៉ែត្រ នៅល្បឿន 3.83 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 65 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 3.83, 'distance': 9.52, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 65, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 3.4 ម៉ែត្រ នៅល្បឿន 2.78 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 350 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 2.78, 'distance': 3.4, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 350, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 18.63 ម៉ែត្រ នៅល្បឿន 3.33 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 65 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 3.33, 'distance': 18.63, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 65, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 13.89 ម៉ែត្រ នៅល្បឿន 7.54 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 186 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 7.54, 'distance': 13.89, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 186, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 18.53 ម៉ែត្រ នៅល្បឿន 1.85 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 229 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.85, 'distance': 18.53, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 229, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 17.49 ម៉ែត្រ នៅល្បឿន 2.67 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 144 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 2.67, 'distance': 17.49, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 144, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.41 ម៉ែត្រ នៅល្បឿន 9.56 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 30 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.56, 'distance': 2.41, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 30, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 15.44 ម៉ែត្រ នៅល្បឿន 1.29 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 35 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.29, 'distance': 15.44, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 35, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 15.05 ម៉ែត្រ នៅល្បឿន 8.0 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 131 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.0, 'distance': 15.05, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 131, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 4.95 ម៉ែត្រ នៅល្បឿន 1.63 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 82 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 1.63, 'distance': 4.95, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 82, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 4.42 ម៉ែត្រ នៅល្បឿន 1.08 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 313 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 1.08, 'distance': 4.42, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 313, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 16.05 ម៉ែត្រ នៅល្បឿន 1.71 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 133 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.71, 'distance': 16.05, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 133, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.14 ម៉ែត្រ នៅល្បឿន 1.48 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 251 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 1.48, 'distance': 17.14, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 251, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 7.26 ម៉ែត្រ នៅល្បឿន 9.38 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 265 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.38, 'distance': 7.26, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 265, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 14.99 ម៉ែត្រ នៅល្បឿន 2.55 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 267 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 2.55, 'distance': 14.99, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 267, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 13.57 ម៉ែត្រ នៅល្បឿន 9.01 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 185 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.01, 'distance': 13.57, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 185, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 19.71 ម៉ែត្រ នៅល្បឿន 5.26 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 66 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.26, 'distance': 19.71, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 66, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.25 ម៉ែត្រ នៅល្បឿន 8.16 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 220 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 8.16, 'distance': 1.25, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 220, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 12.57 ម៉ែត្រ នៅល្បឿន 6.38 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 195 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 6.38, 'distance': 12.57, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 195, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 3.76 ម៉ែត្រ នៅល្បឿន 6.24 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 309 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 6.24, 'distance': 3.76, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 309, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 4.16 ម៉ែត្រ នៅល្បឿន 5.46 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 59 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.46, 'distance': 4.16, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 59, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 1.92 ម៉ែត្រ នៅល្បឿន 3.75 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 80 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 3.75, 'distance': 1.92, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 80, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.88 ម៉ែត្រ នៅល្បឿន 5.63 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 91 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.63, 'distance': 10.88, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 91, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 6.61 ម៉ែត្រ នៅល្បឿន 2.37 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 161 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 2.37, 'distance': 6.61, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 161, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.39 ម៉ែត្រ នៅល្បឿន 8.52 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 269 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 8.52, 'distance': 15.39, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 269, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.74 ម៉ែត្រ នៅល្បឿន 6.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 246 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 6.05, 'distance': 1.74, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 246, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 13.13 ម៉ែត្រ នៅល្បឿន 3.2 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 78 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 3.2, 'distance': 13.13, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 78, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 2.4 ម៉ែត្រ នៅល្បឿន 4.95 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 229 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 4.95, 'distance': 2.4, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 229, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 10.23 ម៉ែត្រ នៅល្បឿន 8.85 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 300 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.85, 'distance': 10.23, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 300, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 9.61 ម៉ែត្រ នៅល្បឿន 9.67 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 223 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 9.67, 'distance': 9.61, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 223, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.85 ម៉ែត្រ នៅល្បឿន 5.71 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 292 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 5.71, 'distance': 1.85, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 292, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 9.25 ម៉ែត្រ នៅល្បឿន 5.87 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 303 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.87, 'distance': 9.25, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 303, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 5.17 ម៉ែត្រ នៅល្បឿន 6.31 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 185 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 6.31, 'distance': 5.17, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 185, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 17.94 ម៉ែត្រ នៅល្បឿន 8.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 106 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.14, 'distance': 17.94, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 106, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.67 ម៉ែត្រ នៅល្បឿន 1.02 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 215 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.02, 'distance': 1.67, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 215, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 14.55 ម៉ែត្រ នៅល្បឿន 8.59 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 344 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.59, 'distance': 14.55, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 344, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 7.46 ម៉ែត្រ នៅល្បឿន 2.11 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 82 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 2.11, 'distance': 7.46, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 82, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 15.51 ម៉ែត្រ នៅល្បឿន 8.01 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 269 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 8.01, 'distance': 15.51, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 269, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 4.15 ម៉ែត្រ នៅល្បឿន 5.89 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 74 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 5.89, 'distance': 4.15, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 74, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 9.65 ម៉ែត្រ នៅល្បឿន 3.62 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 141 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 3.62, 'distance': 9.65, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 141, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 5.82 ម៉ែត្រ នៅល្បឿន 5.8 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 206 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.8, 'distance': 5.82, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 206, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 7.99 ម៉ែត្រ នៅល្បឿន 5.63 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 330 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 5.63, 'distance': 7.99, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 330, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 14.34 ម៉ែត្រ នៅល្បឿន 8.25 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 67 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 8.25, 'distance': 14.34, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 67, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 17.63 ម៉ែត្រ នៅល្បឿន 1.29 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 150 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.29, 'distance': 17.63, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 150, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 9.69 ម៉ែត្រ នៅល្បឿន 2.84 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 214 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 2.84, 'distance': 9.69, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 214, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 15.59 ម៉ែត្រ នៅល្បឿន 6.95 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 232 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.95, 'distance': 15.59, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 232, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 6.43 ម៉ែត្រ នៅល្បឿន 1.88 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 350 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 1.88, 'distance': 6.43, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 350, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 15.19 ម៉ែត្រ នៅល្បឿន 1.54 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 118 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 1.54, 'distance': 15.19, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 118, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 4.59 ម៉ែត្រ នៅល្បឿន 6.22 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 334 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 6.22, 'distance': 4.59, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 334, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 3.77 ម៉ែត្រ នៅល្បឿន 8.78 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 332 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 8.78, 'distance': 3.77, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 332, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 1.4 ម៉ែត្រ នៅល្បឿន 9.77 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 178 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 9.77, 'distance': 1.4, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 178, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 16.82 ម៉ែត្រ នៅល្បឿន 5.07 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 270 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 5.07, 'distance': 16.82, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 270, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 8.19 ម៉ែត្រ នៅល្បឿន 1.18 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 143 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 1.18, 'distance': 8.19, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 143, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 18.78 ម៉ែត្រ នៅល្បឿន 9.64 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 319 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 9.64, 'distance': 18.78, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 319, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.21 ម៉ែត្រ នៅល្បឿន 1.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 112 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.14, 'distance': 1.21, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 112, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 17.26 ម៉ែត្រ នៅល្បឿន 4.42 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 252 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 4.42, 'distance': 17.26, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 252, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.11 ម៉ែត្រ នៅល្បឿន 6.06 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 238 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 6.06, 'distance': 1.11, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 238, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 13.77 ម៉ែត្រ នៅល្បឿន 5.95 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 109 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.95, 'distance': 13.77, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 109, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.95 ម៉ែត្រ នៅល្បឿន 5.25 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 103 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.25, 'distance': 2.95, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 103, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.56 ម៉ែត្រ នៅល្បឿន 6.47 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 255 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 6.47, 'distance': 2.56, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 255, 'is_clockwise': False, 'unit': 'degree'}}"
