input                                                                                                                 ,output
ទៅក្រោយ ៥.៦ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៣.០១ ម៉/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 3.01, 'distance': 5.6, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១៣.៧៣ ម៉ែត្រ ក្នុងល្បឿន ៦.១៦ ម៉/វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 6.16, 'distance': 13.73, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ២.៤៤ ម៉ែត្រ ជិះក្នុងល្បឿន ៤.២៤ ម៉ែត/វិ                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 4.24, 'distance': 2.44, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៧.០២ ម៉ែត្រ ល្បឿនដែលត្រួវជិះគឺ ៤.៨៨ ម៉ែតក្នុង១វិ                                                                        ,"{'action': 'move', 'params': {'linear_speed': 4.88, 'distance': 17.02, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតជិះទៅមុខ ១៨.៥១ ម៉ែត្រ បើកបរក្នុងល្បឿន ៧.៦ ម៉ែត/វិនាទី                                                                        ,"{'action': 'move', 'params': {'linear_speed': 7.6, 'distance': 18.51, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១០.២៤ ម៉ែត្រ ល្បឿនគឺ ២.៤៦ ម៉/វិ                                                                                      ,"{'action': 'move', 'params': {'linear_speed': 2.46, 'distance': 10.24, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១២.៩៨ ម៉ែត្រ បើកក្នុងល្បឿន ៥.៦៨ ម៉ែត/វិនាទី                                                                            ,"{'action': 'move', 'params': {'linear_speed': 5.68, 'distance': 12.98, 'is_forward': False, 'unit': 'meter'}}"
មករ៉ូបូតបើកទៅមុខ ៤.៣ ម៉ែត្រ បើកបរក្នុងល្បឿន ២.៣ ម៉ែត្រ/វិនាទី                                                                      ,"{'action': 'move', 'params': {'linear_speed': 2.3, 'distance': 4.3, 'is_forward': True, 'unit': 'meter'}}"
ជិះថយក្រោយ ១៤.៨២ ម៉ែត្រ រហូតដល់ល្បឿន ៥.៨៣ ម៉/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 5.83, 'distance': 14.82, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១១.៥៧ ម៉ែត្រ បើកបរក្នុងល្បឿន ៩.៧៩ ម៉ែត្រ/វិនាទី                                                                         ,"{'action': 'move', 'params': {'linear_speed': 9.79, 'distance': 11.57, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៩.២៧ ម៉ែត្រ រហូតដល់ល្បឿន ៦.១៥ ម៉ែតក្នុង១វិ                                                                              ,"{'action': 'move', 'params': {'linear_speed': 6.15, 'distance': 9.27, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតមកក្រោយវិញ ១៧.៨៩ ម៉ែត្រ ក្នុងល្បឿន ២.៦៥ ម៉/វិ                                                                               ,"{'action': 'move', 'params': {'linear_speed': 2.65, 'distance': 17.89, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៩.៦៦ ម៉ែត្រ ល្បឿន ២.៨៦ ម៉/វិ                                                                                       ,"{'action': 'move', 'params': {'linear_speed': 2.86, 'distance': 9.66, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ១៣.៩ ម៉ែត្រ ក្នុងល្បឿន ២.៥៣ ម៉ែត្រក្នុង១វិនាទី                                                                           ,"{'action': 'move', 'params': {'linear_speed': 2.53, 'distance': 13.9, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៣.៨២ ម៉ែត្រ ល្បឿន ៧.៤ ម៉ែត/វិនាទី                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 7.4, 'distance': 13.82, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៤.១១ ម៉ែត្រ ល្បឿន ៧.៨៨ ម៉ែត្រ/វិ                                                                                    ,"{'action': 'move', 'params': {'linear_speed': 7.88, 'distance': 4.11, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១៣.០២ ម៉ែត្រ រហូតដល់ល្បឿន ៧.៩៦ ម៉ែត/វិនាទី                                                                               ,"{'action': 'move', 'params': {'linear_speed': 7.96, 'distance': 13.02, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតថយមកក្រោយវិញ ១៣.៧ ម៉ែត្រ ក្នុងល្បឿន ៨.១ ម៉ែត្រ/វិនាទី                                                                         ,"{'action': 'move', 'params': {'linear_speed': 8.1, 'distance': 13.7, 'is_forward': False, 'unit': 'meter'}}"
ទៅមុខ ១.៥ ម៉ែត្រ ល្ប ៥.១ ម៉ែត្រ/វិនាទី                                                                                        ,"{'action': 'move', 'params': {'linear_speed': 5.1, 'distance': 1.5, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ២.០ ម៉ែត្រ ល្ប ២.៣៥ ម៉ែត្រក្នុង១វិនាទី                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 2.35, 'distance': 2.0, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៨.៧៨ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ១.៦៩ ម៉ែត/វិ                                                                             ,"{'action': 'move', 'params': {'linear_speed': 1.69, 'distance': 8.78, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ប្រាំបីចុចប៉ែតសិបបី ម៉ែត្រ រហូតដល់ល្បឿន មួយក្បៀសសាមសិបមួយ ម៉ែត្រក្នុង១វិនាទី                                                         ,"{'action': 'move', 'params': {'linear_speed': 1.31, 'distance': 8.83, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៥.៥៧ ម៉ែត្រ ជិះក្នុងល្បឿន ៥.៥៤ ម៉/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 5.54, 'distance': 15.57, 'is_forward': True, 'unit': 'meter'}}"
មកក្រោយវិញ ១៣.៥៧ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៥.៩៣ ម៉/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 5.93, 'distance': 13.57, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៩.៥៦ ម៉ែត្រ រហូតដល់ល្បឿន ១.៣៧ ម៉ែត្រ/វិ                                                                               ,"{'action': 'move', 'params': {'linear_speed': 1.37, 'distance': 19.56, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៥.៥១ ម៉ែត្រ ក្នុងល្បឿន ៤.៣៦ ម៉ែត្រក្នុង១វិនាទី                                                                            ,"{'action': 'move', 'params': {'linear_speed': 4.36, 'distance': 5.51, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ១១.៣៩ ម៉ែត្រ ក្នុងល្បឿន ៦.៤៥ ម៉/វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 6.45, 'distance': 11.39, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ៣.៦៤ ម៉ែត្រ ដោយល្បឿន ៨.៨២ ម៉ែត/វិនាទី                                                                               ,"{'action': 'move', 'params': {'linear_speed': 8.82, 'distance': 3.64, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១៦.៨៦ ម៉ែត្រ ក្នុងល្បឿន ៦.៩៣ ម៉ែតក្នុង១វិ                                                                              ,"{'action': 'move', 'params': {'linear_speed': 6.93, 'distance': 16.86, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ២.៧៤ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៦.៤១ ម៉ែត្រក្នុង១វិនាទី                                                                      ,"{'action': 'move', 'params': {'linear_speed': 6.41, 'distance': 2.74, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៨.០៧ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៨.៧៤ ម៉ែត្រ/វិនាទី                                                                         ,"{'action': 'move', 'params': {'linear_speed': 8.74, 'distance': 8.07, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ៨.៦១ ម៉ែត្រ ដោយល្បឿន ២.៨២ ម៉ក្នុង១វិ                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 2.82, 'distance': 8.61, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៧.៤៤ ម៉ែត្រ ដោយល្បឿន ៩.៤ ម៉ែត្រ/វិនាទី                                                                               ,"{'action': 'move', 'params': {'linear_speed': 9.4, 'distance': 7.44, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១.២ ម៉ែត្រ ក្នុងល្បឿន ៧.៥ ម៉ែត្រក្នុង១វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 7.5, 'distance': 1.2, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៥.៣៨ ម៉ែត្រ រហូតដល់ល្បឿន ៧.៤២ ម៉ែតក្នុង១វិ                                                                              ,"{'action': 'move', 'params': {'linear_speed': 7.42, 'distance': 5.38, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៣.៥៥ ម៉ែត្រ ដោយល្បឿន ៩.៥៩ ម៉/វិនាទី                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 9.59, 'distance': 3.55, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១៩.៩៨ ម៉ែត្រ ក្នុងល្បឿន ៤.៤៥ ម៉ែត្រក្នុង១វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 4.45, 'distance': 19.98, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ២.៣៤ ម៉ែត្រ ល្ប ៦.៧៦ ម៉ែតក្នុង១វិ                                                                                     ,"{'action': 'move', 'params': {'linear_speed': 6.76, 'distance': 2.34, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១៤.១៨ ម៉ែត្រ ល្បឿនដែលត្រួវជិះគឺ ៣.០៤ ម៉ែតក្នុង១វិ                                                                        ,"{'action': 'move', 'params': {'linear_speed': 3.04, 'distance': 14.18, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១១.២៩ ម៉ែត្រ ជិះក្នុងល្បឿន ១.៥៦ ម៉ក្នុង១វិ                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 1.56, 'distance': 11.29, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១១.៤២ ម៉ែត្រ រហូតដល់ល្បឿន ៧.១៥ ម៉ែត្រ/វិ                                                                              ,"{'action': 'move', 'params': {'linear_speed': 7.15, 'distance': 11.42, 'is_forward': True, 'unit': 'meter'}}"
មករ៉ូបូតជិះទៅមុខ ៤.៤៧ ម៉ែត្រ បើកបរក្នុងល្បឿន ៣.១៦ ម៉ែតក្នុង១វិ                                                                      ,"{'action': 'move', 'params': {'linear_speed': 3.16, 'distance': 4.47, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ប្រាំពីរក្បៀសសែសិបប្រាំបី ម៉ែត្រ រហូតដល់ល្បឿន បីក្បៀសប៉ែតសិបពីរ ម៉/វិ                                                              ,"{'action': 'move', 'params': {'linear_speed': 3.82, 'distance': 7.48, 'is_forward': False, 'unit': 'meter'}}"
មករ៉ូបូតរ៉ូបូតបើកទៅមុខ ៨.២៣ ម៉ែត្រ បើកបរក្នុងល្បឿន ៤.២៣ ម៉ក្នុង១វិ                                                                    ,"{'action': 'move', 'params': {'linear_speed': 4.23, 'distance': 8.23, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ១៦.៨៨ ម៉ែត្រ ល្បឿនដែលត្រួវជិះគឺ ៧.២២ ម៉ែត្រ/វិនាទី                                                                       ,"{'action': 'move', 'params': {'linear_speed': 7.22, 'distance': 16.88, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៤.៤៨ ម៉ែត្រ ល្បឿនគឺ ៤.៦៥ ម៉ែត្រ/វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 4.65, 'distance': 4.48, 'is_forward': True, 'unit': 'meter'}}"
ជិះថយមកក្រោយ ៦.៧៦ ម៉ែត្រ ក្នុងល្បឿន ៣.៧៧ ម៉ែត/វិ                                                                               ,"{'action': 'move', 'params': {'linear_speed': 3.77, 'distance': 6.76, 'is_forward': False, 'unit': 'meter'}}"
ទៅមុខ ៥.៩ ម៉ែត្រ ល្ប ៩.៣៦ ម៉ែត្រ/វិ                                                                                          ,"{'action': 'move', 'params': {'linear_speed': 9.36, 'distance': 5.9, 'is_forward': True, 'unit': 'meter'}}"
យើងរ៉ូបូតបើកទៅមុខ ២.៨៨ ម៉ែត្រ បើកបរក្នុងល្បឿន ៣.៧៦ ម៉/វិ                                                                         ,"{'action': 'move', 'params': {'linear_speed': 3.76, 'distance': 2.88, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតមករ៉ូបូតជិះទៅមុខ ១៧.៧៤ ម៉ែត្រ ជិះក្នុងល្បឿន ៤.១៩ ម៉ែត្រក្នុង១វិនាទី                                                                 ,"{'action': 'move', 'params': {'linear_speed': 4.19, 'distance': 17.74, 'is_forward': True, 'unit': 'meter'}}"
មករ៉ូបូតបើកទៅមុខ ១៩.១ ម៉ែត្រ រហូតដល់ល្បឿន ៣.៨៣ ម៉/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 3.83, 'distance': 19.1, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១៧.១៧ ម៉ែត្រ ល្បឿនដែលត្រួវជិះគឺ ៩.០ ម៉ែត្រក្នុង១វិនាទី                                                                      ,"{'action': 'move', 'params': {'linear_speed': 9.0, 'distance': 17.17, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៤.៨៥ ម៉ែត្រ ល្បឿន ៤.៤៤ ម៉ែតក្នុង១វិ                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 4.44, 'distance': 4.85, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ២.៩១ ម៉ែត្រ ក្នុងល្បឿន ២.២៤ ម៉ែត្រ/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 2.24, 'distance': 2.91, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១១.៣២ ម៉ែត្រ ជិះក្នុងល្បឿន ៣.៦៤ ម៉ែត/វិ                                                                               ,"{'action': 'move', 'params': {'linear_speed': 3.64, 'distance': 11.32, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ១០.៨២ ម៉ែត្រ ល្បឿន ៨.៩២ ម៉ែត/វិ                                                                                    ,"{'action': 'move', 'params': {'linear_speed': 8.92, 'distance': 10.82, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ៩.០២ ម៉ែត្រ ល្បឿន ១.៤៦ ម៉/វិនាទី                                                                                       ,"{'action': 'move', 'params': {'linear_speed': 1.46, 'distance': 9.02, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ៦.៧៨ ម៉ែត្រ ដោយល្បឿន ៨.២៤ ម៉ែត្រ/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 8.24, 'distance': 6.78, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១៥.៦ ម៉ែត្រ បើកបរក្នុងល្បឿន ២.៥៣ ម៉ែត្រ/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 2.53, 'distance': 15.6, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ៥.៦៧ ម៉ែត្រ រហូតដល់ល្បឿន ១.០៦ ម៉ែត/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 1.06, 'distance': 5.67, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ៥.១១ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៨.៩៧ ម៉/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 8.97, 'distance': 5.11, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៨.៨ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៧.៣៣ ម៉/វិនាទី                                                                             ,"{'action': 'move', 'params': {'linear_speed': 7.33, 'distance': 18.8, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១២.៦៦ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៤.២៤ ម៉ែតក្នុង១វិ                                                                         ,"{'action': 'move', 'params': {'linear_speed': 4.24, 'distance': 12.66, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៤.៦១ ម៉ែត្រ ល្បឿន ៤.០ ម៉ក្នុង១វិ                                                                                     ,"{'action': 'move', 'params': {'linear_speed': 4.0, 'distance': 4.61, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតថយមកក្រោយវិញ ២.៣៥ ម៉ែត្រ ល្ប ៦.១២ ម៉ែត្រ/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 6.12, 'distance': 2.35, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៤.១៥ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៨.២៥ ម៉ែត/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 8.25, 'distance': 14.15, 'is_forward': False, 'unit': 'meter'}}"
ជិះថយមកក្រោយ ១១.០៤ ម៉ែត្រ ល ២.៥ ម៉ែត្រក្នុង១វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 2.5, 'distance': 11.04, 'is_forward': False, 'unit': 'meter'}}"
ទៅមុខ ១៨.១៩ ម៉ែត្រ ល្ប ៦.៥ ម៉ែត្រក្នុង១វិនាទី                                                                                   ,"{'action': 'move', 'params': {'linear_speed': 6.5, 'distance': 18.19, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១១.០២ ម៉ែត្រ ល្បឿន ៤.៨៩ ម៉ែតក្នុង១វិ                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 4.89, 'distance': 11.02, 'is_forward': True, 'unit': 'meter'}}"
ជិះថយមកក្រោយ ៦.៤៤ ម៉ែត្រ ផ្លាស់ទីល្បឿនគឺ ៩.៥៩ ម៉ក្នុង១វិ                                                                           ,"{'action': 'move', 'params': {'linear_speed': 9.59, 'distance': 6.44, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១៦.៦៦ ម៉ែត្រ ក្នុងល្បឿន ២.៥២ ម៉/វិ                                                                                   ,"{'action': 'move', 'params': {'linear_speed': 2.52, 'distance': 16.66, 'is_forward': True, 'unit': 'meter'}}"
មកក្រោយ ១.៤២ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៣.៩៦ ម៉/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 3.96, 'distance': 1.42, 'is_forward': False, 'unit': 'meter'}}"
យើងរ៉ូបូតជិះទៅមុខ ១៣.១ ម៉ែត្រ បើកបរក្នុងល្បឿន ៧.១៧ ម៉ែត្រ/វិនាទី                                                                    ,"{'action': 'move', 'params': {'linear_speed': 7.17, 'distance': 13.1, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ២.៤៥ ម៉ែត្រ រហូតដល់ល្បឿន ៩.១៤ ម៉/វិ                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 9.14, 'distance': 2.45, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១២.៨៧ ម៉ែត្រ ល្ប ១.៨៨ ម៉ែត្រ/វិ                                                                                     ,"{'action': 'move', 'params': {'linear_speed': 1.88, 'distance': 12.87, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១១.១៨ ម៉ែត្រ ល្បឿន ៧.០៣ ម៉ែត្រ/វិ                                                                                    ,"{'action': 'move', 'params': {'linear_speed': 7.03, 'distance': 11.18, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៩.៨៤ ម៉ែត្រ បើកក្នុងល្បឿន ៦.៧៣ ម៉/វិ                                                                                ,"{'action': 'move', 'params': {'linear_speed': 6.73, 'distance': 19.84, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១០.០៨ ម៉ែត្រ ល្ប ៥.៦៧ ម៉ែត្រក្នុង១វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 5.67, 'distance': 10.08, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៧.៥៥ ម៉ែត្រ បើកក្នុងល្បឿន ៨.៦៦ ម៉/វិ                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 8.66, 'distance': 7.55, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១៦.៤៩ ម៉ែត្រ ជិះក្នុងល្បឿន ៦.៨៤ ម៉ែត្រ/វិ                                                                               ,"{'action': 'move', 'params': {'linear_speed': 6.84, 'distance': 16.49, 'is_forward': False, 'unit': 'meter'}}"
មកក្រោយ ១៩.៣២ ម៉ែត្រ ក្នុងល្បឿន ២.៦៧ ម៉ែត្រក្នុង១វិនាទី                                                                           ,"{'action': 'move', 'params': {'linear_speed': 2.67, 'distance': 19.32, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ៥.១ ម៉ែត្រ ក្នុងល្បឿន ៦.៤២ ម៉ែត/វិ                                                                                   ,"{'action': 'move', 'params': {'linear_speed': 6.42, 'distance': 5.1, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១៥.៨៨ ម៉ែត្រ ក្នុងល្បឿន ២.២៨ ម៉ែត្រ/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 2.28, 'distance': 15.88, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៧.៧៩ ម៉ែត្រ ក្នុងល្បឿន ៣.៧ ម៉ែត/វិ                                                                                    ,"{'action': 'move', 'params': {'linear_speed': 3.7, 'distance': 7.79, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ប្រាំបួនក្បៀសសែសិបប្រាំពី ម៉ែត្រ ជិះក្នុងល្បឿន បីក្បៀសហុកសិបពីរ ម៉ែត្រ/វិនាទី                                                        ,"{'action': 'move', 'params': {'linear_speed': 3.62, 'distance': 9.47, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ៨.៧៤ ម៉ែត្រ ក្នុងល្បឿន ៦.៧៩ ម៉ែត្រក្នុង១វិនាទី                                                                           ,"{'action': 'move', 'params': {'linear_speed': 6.79, 'distance': 8.74, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ២.៦១ ម៉ែត្រ ល្បឿន ១.៩ ម៉ែត្រក្នុង១វិនាទី                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 1.9, 'distance': 2.61, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១៨.៣៣ ម៉ែត្រ ល ៥.៦៦ ម៉ក្នុង១វិ                                                                                      ,"{'action': 'move', 'params': {'linear_speed': 5.66, 'distance': 18.33, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១៧.៣៤ ម៉ែត្រ ក្នុងល្បឿន ៩.៧៥ ម៉/វិនាទី                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 9.75, 'distance': 17.34, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ២.៣៤ ម៉ែត្រ ដោយល្បឿន ២.៩ ម៉ែត្រ/វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 2.9, 'distance': 2.34, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតបើកទៅមុខ ៤.៤៣ ម៉ែត្រ រហូតដល់ល្បឿន ១.៨៧ ម៉ែត/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 1.87, 'distance': 4.43, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ៥.០៨ ម៉ែត្រ រហូតដល់ល្បឿន ៨.២៨ ម៉ែត/វិនាទី                                                                              ,"{'action': 'move', 'params': {'linear_speed': 8.28, 'distance': 5.08, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៧.៨៧ ម៉ែត្រ ល្បឿន ៧.៧៥ ម៉ែត/វិនាទី                                                                                   ,"{'action': 'move', 'params': {'linear_speed': 7.75, 'distance': 7.87, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ១៩.២២ ម៉ែត្រ បើកក្នុងល្បឿន ៨.០៦ ម៉ែត្រក្នុង១វិនាទី                                                                       ,"{'action': 'move', 'params': {'linear_speed': 8.06, 'distance': 19.22, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១៨.៧៨ ម៉ែត្រ ល្បឿន ៤.៦ ម៉ែត/វិ                                                                                      ,"{'action': 'move', 'params': {'linear_speed': 4.6, 'distance': 18.78, 'is_forward': False, 'unit': 'meter'}}"
រ៉ូបូតរ៉ូបូតបើកទៅមុខ ៧.៥១ ម៉ែត្រ រហូតដល់ល្បឿន ៨.៦១ ម៉ែត្រក្នុង១វិនាទី                                                                   ,"{'action': 'move', 'params': {'linear_speed': 8.61, 'distance': 7.51, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតថយក្រោយវិញ ១២.៧៤ ម៉ែត្រ ល្ប ២.៣៧ ម៉ែត/វិ                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 2.37, 'distance': 12.74, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៤.៦១ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៥.៨៣ ម៉ក្នុង១វិ                                                                            ,"{'action': 'move', 'params': {'linear_speed': 5.83, 'distance': 14.61, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១.៦២ ម៉ែត្រ ល្បឿន ៥.២ ម៉ែត្រក្នុង១វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 5.2, 'distance': 1.62, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៣.២៧ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៨.២៧ ម៉ែត/វិនាទី                                                                           ,"{'action': 'move', 'params': {'linear_speed': 8.27, 'distance': 3.27, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១៧.១៣ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៤.០៥ ម៉ែត/វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 4.05, 'distance': 17.13, 'is_forward': False, 'unit': 'meter'}}"
មករ៉ូបូតថយក្រោយវិញ ៣.៧៣ ម៉ែត្រ ជិះក្នុងល្បឿន ៩.៤៤ ម៉ែត/វិនាទី                                                                       ,"{'action': 'move', 'params': {'linear_speed': 9.44, 'distance': 3.73, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ១៨.៣១ ម៉ែត្រ ក្នុងល្បឿន ៩.៤៥ ម៉ែត្រក្នុង១វិនាទី                                                                          ,"{'action': 'move', 'params': {'linear_speed': 9.45, 'distance': 18.31, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ដប់ប្រាំមួយក្បៀសប្រាំបី ម៉ែត្រ រហូតដល់ល្បឿន ប្រាំពីក្បៀសហុកសិបប្រាំមួយ ម៉/វិនាទី                                                       ,"{'action': 'move', 'params': {'linear_speed': 7.66, 'distance': 16.8, 'is_forward': True, 'unit': 'meter'}}"
